Datum;Bolag;Antal annonser;Antal tjanster;Nya annonser 30d;Nya tjanster 30d;Nya annonser 14d;Nya tjanster 14d;Nya annonser 7d;Nya tjanster 7d;Aktivitetstakt % (14d);% heltid;% tills vidare;% lang;% kort;% erfarenhet kravs;Top 3 regioner (totalt);Top 3 regioner (14 dagar);Top 3 yrkesomraden;Top 5 yrkesgrupper
2026-05-21;TNG Group;52;52;24;24;9;9;46.2;90.4;75.0;0.0;17.3;100.0;Stockholms län (29) | Skåne län (8) | Västra Götalands län (6);Stockholms län (12) | Skåne län (4) | Örebro län (3);Data/IT (20) | Försäljning, inköp, marknadsföring (11) | Administration, ekonomi, juridik (6);Mjukvaru- och systemutvecklare m.fl. (11) | Företagssäljare (7) | Ingenjörer och tekniker inom maskinteknik (4) | Systemanalytiker och IT-arkitekter m.fl. (3) | Försäljnings- och marknadschefer (3);;
2026-05-21;Tranpenad;38;56;10;10;4;4;26.3;73.7;23.7;0.0;55.3;100.0;Västra Götalands län (21) | Stockholms län (6) | Uppsala län (5);Uppsala län (3) | Västra Götalands län (2) | Jönköpings län (2);Transport, distribution, lager (32) | Yrken med teknisk inriktning (3) | Industriell tillverkning (1);Lager- och terminalpersonal (21) | Truckförare (10) | Ingenjörer och tekniker inom maskinteknik (3) | Maskinställare och maskinoperatörer, metallarbete (1) | Lastbilsförare m.fl. (1);;
2026-05-21;Uniflex;177;411;100;234;43;88;56.5;87.6;23.2;0.0;67.2;100.0;Västra Götalands län (30) | Jönköpings län (27) | Stockholms län (25);Stockholms län (25) | Skåne län (16) | Jönköpings län (14);Industriell tillverkning (64) | Transport, distribution, lager (46) | Bygg och anläggning (22);Lager- och terminalpersonal (25) | Maskinställare och maskinoperatörer, metallarbete (14) | Svetsare och gasskärare (11) | Montörer, metall-, gummi- och plastprodukter (10) | Truckförare (10);;
2026-05-21;Wikan Personal;69;90;53;68;25;33;76.8;98.6;42.0;0.0;56.5;100.0;Skåne län (26) | Gävleborgs län (11) | Kronobergs län (9);Skåne län (22) | Kronobergs län (8) | Gävleborgs län (7);Industriell tillverkning (25) | Transport, distribution, lager (10) | Bygg och anläggning (10);Svetsare och gasskärare (8) | Maskinställare och maskinoperatörer, metallarbete (6) | Lastbilsförare m.fl. (5) | Lager- och terminalpersonal (4) | Underhållsmekaniker och maskinreparatörer (3);;
2026-05-22;Academic Work;383;383;144;144;80;80;37.6;84.6;13.3;0.0;86.7;100.0;Stockholms län (133) | Skåne län (52) | Västra Götalands län (38);Stockholms län (48) | Skåne län (25) | Västra Götalands län (13);Administration, ekonomi, juridik (94) | Data/IT (77) | Yrken med teknisk inriktning (72);Mjukvaru- och systemutvecklare m.fl. (40) | Ingenjörer och tekniker inom elektroteknik (21) | Ingenjörer och tekniker inom maskinteknik (18) | Företagssäljare (17) | Informatörer, kommunikatörer och PR-specialister (15);;
2026-05-22;Adecco;153;316;96;178;51;99;62.7;83.0;20.9;0.0;65.4;100.0;Stockholms län (22) | Västra Götalands län (20) | Skåne län (19);Stockholms län (21) | Västra Götalands län (10) | Kronobergs län (10);Industriell tillverkning (32) | Administration, ekonomi, juridik (31) | Yrken med teknisk inriktning (26);Ingenjörer och tekniker inom maskinteknik (17) | Maskinställare och maskinoperatörer, metallarbete (11) | Lager- och terminalpersonal (11) | Truckförare (9) | Övriga kontorsassistenter och sekreterare (7);;
2026-05-22;Arena Personal;95;95;52;52;44;44;54.7;75.8;45.3;0.0;30.5;100.0;Södermanlands län (30) | Stockholms län (25) | Västra Götalands län (8);Södermanlands län (17) | Stockholms län (11) | Skåne län (5);Transport, distribution, lager (66) | Industriell tillverkning (7) | Installation, drift, underhåll (7);Lastbilsförare m.fl. (50) | Lager- och terminalpersonal (11) | Motorfordonsmekaniker och fordonsreparatörer (6) | Städare (4) | Truckförare (3);;
2026-05-22;Bemannia;28;29;18;19;14;14;64.3;50.0;14.3;0.0;46.4;100.0;Stockholms län (17) | Västra Götalands län (5) | Hallands län (1);Stockholms län (10) | Västra Götalands län (2) | Hallands län (1);Administration, ekonomi, juridik (12) | Sanering och renhållning (6) | Pedagogik (5);Renhållnings- och återvinningsarbetare (6) | Personal- och HR-specialister (4) | Övriga kontorsassistenter och sekreterare (3) | Barnskötare (2) | Löne- och personaladministratörer (2);;
2026-05-22;Bravura;146;146;58;58;39;39;39.7;87.7;69.2;0.0;19.2;98.6;Stockholms län (61) | Västra Götalands län (21) | Skåne län (20);Stockholms län (19) | Västra Götalands län (10) | Skåne län (7);Försäljning, inköp, marknadsföring (37) | Data/IT (27) | Administration, ekonomi, juridik (19);Företagssäljare (19) | Mjukvaru- och systemutvecklare m.fl. (16) | Kundtjänstpersonal (7) | Marknadsanalytiker och marknadsförare m.fl. (5) | Ordersamordnare m.fl. (5);;
2026-05-22;Clockwork;55;89;37;58;20;27;67.3;76.4;36.4;0.0;50.9;100.0;Dalarnas län (20) | Stockholms län (12) | Gävleborgs län (8);Dalarnas län (10) | Stockholms län (8) | Gävleborgs län (8);Administration, ekonomi, juridik (13) | Industriell tillverkning (8) | Pedagogik (8);Maskinställare och maskinoperatörer, metallarbete (5) | Lager- och terminalpersonal (3) | Underhållsmekaniker och maskinreparatörer (3) | Controller (3) | Lastbilsförare m.fl. (3);;
2026-05-22;Eterni Sweden;88;198;67;157;36;86;76.1;93.2;100.0;0.0;0.0;100.0;Kronobergs län (21) | Jönköpings län (18) | Västra Götalands län (11);Kronobergs län (21) | Jönköpings län (11) | Västra Götalands län (7);Industriell tillverkning (33) | Transport, distribution, lager (22) | Installation, drift, underhåll (10);Maskinställare och maskinoperatörer, metallarbete (15) | Truckförare (12) | Lager- och terminalpersonal (6) | Montörer, metall-, gummi- och plastprodukter (6) | Svetsare och gasskärare (4);;
2026-05-22;Framtiden i Sverige;162;163;60;61;25;25;37.0;99.4;98.8;0.0;0.6;100.0;Östergötlands län (40) | Stockholms län (27) | Västra Götalands län (20);Östergötlands län (19) | Stockholms län (13) | Västra Götalands län (9);Yrken med teknisk inriktning (70) | Data/IT (33) | Bygg och anläggning (16);Ingenjörer och tekniker inom maskinteknik (26) | Mjukvaru- och systemutvecklare m.fl. (13) | Ingenjörer och tekniker inom elektroteknik (13) | Civilingenjörsyrken inom maskinteknik (12) | Ingenjörer och tekniker inom bygg och anläggning (8);;
2026-05-22;Friday;137;147;45;46;21;22;32.8;98.5;97.1;0.0;1.5;100.0;Västra Götalands län (45) | Stockholms län (31) | Östergötlands län (24);Stockholms län (11) | Västra Götalands län (10) | Östergötlands län (10);Yrken med teknisk inriktning (61) | Data/IT (45) | Försäljning, inköp, marknadsföring (15);Mjukvaru- och systemutvecklare m.fl. (26) | Ingenjörer och tekniker inom maskinteknik (24) | Civilingenjörsyrken inom elektroteknik (10) | Ingenjörer och tekniker inom elektroteknik (10) | Civilingenjörsyrken inom maskinteknik (8);;
2026-05-22;Gazella;3;3;3;3;2;2;100.0;100.0;66.7;0.0;33.3;100.0;Stockholms län (3);Stockholms län (3);Administration, ekonomi, juridik (3);Redovisningsekonomer (2) | Finansanalytiker och investeringsrådgivare m.fl. (1);;
2026-05-22;Insitepart;26;30;12;12;6;6;46.2;61.5;19.2;0.0;42.3;100.0;Stockholms län (9) | Jönköpings län (7) | Örebro län (4);Stockholms län (4) | Jönköpings län (3) | Västra Götalands län (2);Transport, distribution, lager (21) | Försäljning, inköp, marknadsföring (2) | Yrken med teknisk inriktning (2);Lager- och terminalpersonal (19) | Speditörer och transportmäklare (2) | Civilingenjörsyrken inom logistik och produktionsplanering (2) | Truckförare (2) | Motorfordonsmekaniker och fordonsreparatörer (1);;
2026-05-22;Jobandtalent;137;152;53;64;27;27;38.7;62.8;13.9;0.0;57.7;99.3;Östergötlands län (39) | Västra Götalands län (20) | Stockholms län (14);Skåne län (9) | Västra Götalands län (9) | Östergötlands län (7);Transport, distribution, lager (62) | Försäljning, inköp, marknadsföring (27) | Industriell tillverkning (13);Lastbilsförare m.fl. (31) | Butikssäljare, dagligvaror (25) | Lager- och terminalpersonal (24) | Truckförare (6) | VVS-montörer m.fl. (3);;
2026-05-22;Jurek;34;34;14;14;9;9;41.2;58.8;26.5;0.0;38.2;100.0;Stockholms län (19) | Västra Götalands län (9) | Uppsala län (2);Stockholms län (8) | Västra Götalands län (2) | Gävleborgs län (1);Administration, ekonomi, juridik (25) | Chefer och verksamhetsledare (3) | Försäljning, inköp, marknadsföring (2);Controller (5) | Lednings- och organisationsutvecklare (4) | Övriga kontorsassistenter och sekreterare (2) | Redovisningsekonomer (2) | Systemadministratörer (2);;
2026-05-22;Konsultia;54;119;24;45;11;15;44.4;98.1;27.8;0.0;70.4;98.1;Norrbottens län (13) | Västra Götalands län (13) | Gävleborgs län (5);Västra Götalands län (6) | Norrbottens län (5) | Gävleborgs län (4);Industriell tillverkning (25) | Administration, ekonomi, juridik (9) | Transport, distribution, lager (7);Maskinställare och maskinoperatörer, metallarbete (8) | Personal- och HR-specialister (8) | Övriga maskin- och processoperatörer vid stål- och metallverk (5) | Truckförare (3) | Svetsare och gasskärare (3);;
2026-05-22;Lernia;175;233;74;91;45;49;42.3;82.3;17.7;0.0;67.4;99.4;Västra Götalands län (44) | Hallands län (35) | Skåne län (15);Västra Götalands län (23) | Hallands län (8) | Skåne län (7);Industriell tillverkning (78) | Transport, distribution, lager (41) | Installation, drift, underhåll (19);Maskinställare och maskinoperatörer, metallarbete (22) | Lager- och terminalpersonal (22) | Truckförare (16) | Montörer, metall-, gummi- och plastprodukter (16) | Svetsare och gasskärare (9);;
2026-05-22;Logent;36;49;14;16;11;13;38.9;75.0;22.2;0.0;52.8;100.0;Skåne län (16) | Västra Götalands län (9) | Stockholms län (6);Skåne län (7) | Stockholms län (5) | Västra Götalands län (2);Transport, distribution, lager (18) | Industriell tillverkning (5) | Installation, drift, underhåll (3);Lager- och terminalpersonal (11) | Övriga bil-, motorcykel- och cykelförare (3) | Truckförare (3) | Civilingenjörsyrken inom logistik och produktionsplanering (2) | Maskinoperatörer, kött- och fiskberedningsindustri (2);;
2026-05-22;Manpower;55;180;27;90;20;60;49.1;65.5;7.3;0.0;58.2;100.0;Västra Götalands län (18) | Stockholms län (8) | Skåne län (7);Västra Götalands län (7) | Skåne län (5) | Dalarnas län (3);Industriell tillverkning (22) | Administration, ekonomi, juridik (14) | Transport, distribution, lager (12);Maskinställare och maskinoperatörer, metallarbete (7) | Lager- och terminalpersonal (7) | Truckförare (4) | Kundtjänstpersonal (3) | Arbetsförmedlare (3);;
2026-05-22;NearYou;83;120;44;66;29;49;53.0;91.6;43.4;0.0;49.4;100.0;Västra Götalands län (59) | Jönköpings län (11) | Kalmar län (6);Västra Götalands län (23) | Jönköpings län (11) | Kalmar län (4);Industriell tillverkning (35) | Transport, distribution, lager (20) | Yrken med teknisk inriktning (9);Truckförare (13) | Maskinställare och maskinoperatörer, metallarbete (10) | Montörer, elektrisk och elektronisk utrustning (7) | Montörer, metall-, gummi- och plastprodukter (6) | Ingenjörer och tekniker inom maskinteknik (6);;
2026-05-22;OnePartnerGroup;175;262;96;144;44;66;54.9;94.3;83.4;0.0;12.6;96.0;Västra Götalands län (35) | Jönköpings län (35) | Stockholms län (15);Västra Götalands län (20) | Jönköpings län (17) | Stockholms län (10);Industriell tillverkning (47) | Transport, distribution, lager (29) | Installation, drift, underhåll (23);Lager- och terminalpersonal (12) | Maskinställare och maskinoperatörer, metallarbete (11) | Företagssäljare (10) | Truckförare (7) | Montörer, metall-, gummi- och plastprodukter (6);;
2026-05-22;Perido;25;26;17;18;8;8;68.0;88.0;24.0;0.0;76.0;100.0;Stockholms län (12) | Västra Götalands län (7) | Östergötlands län (4);Stockholms län (10) | Västra Götalands län (6) | Dalarnas län (1);Administration, ekonomi, juridik (12) | Försäljning, inköp, marknadsföring (6) | Data/IT (5);Kontorsreceptionister (3) | Företagssäljare (2) | Personal- och HR-specialister (2) | Inköpare och upphandlare (2) | Controller (2);;
2026-05-22;Poolia;72;74;57;59;33;34;79.2;58.3;20.8;0.0;38.9;100.0;Stockholms län (19) | Östergötlands län (17) | Skåne län (11);Stockholms län (17) | Östergötlands län (13) | Skåne län (8);Administration, ekonomi, juridik (30) | Försäljning, inköp, marknadsföring (17) | Chefer och verksamhetsledare (8);Inköpare och upphandlare (10) | Övriga kontorsassistenter och sekreterare (6) | Personal- och HR-specialister (5) | Controller (5) | Ekonomi- och finanschefer (3);;
2026-05-22;Professionals Nord;173;200;76;87;37;43;43.9;93.1;79.8;0.0;17.3;92.5;Norrbottens län (73) | Östergötlands län (20) | Stockholms län (17);Norrbottens län (38) | Stockholms län (11) | Östergötlands län (7);Bygg och anläggning (40) | Installation, drift, underhåll (25) | Yrken med teknisk inriktning (20);Lastbilsförare m.fl. (13) | VVS-montörer m.fl. (12) | Företagssäljare (8) | Ingenjörer och tekniker inom bygg och anläggning (8) | Civilingenjörsyrken inom maskinteknik (8);;
2026-05-22;Randstad;150;338;64;125;29;57;42.7;98.7;30.7;0.0;69.3;100.0;Västra Götalands län (42) | Stockholms län (32) | Östergötlands län (23);Stockholms län (22) | Västra Götalands län (16) | Skåne län (5);Administration, ekonomi, juridik (26) | Yrken med teknisk inriktning (25) | Installation, drift, underhåll (20);Civilingenjörsyrken inom maskinteknik (10) | Maskinställare och maskinoperatörer, metallarbete (10) | Underhållsmekaniker och maskinreparatörer (8) | Övriga drifttekniker och processövervakare (8) | Ingenjörer och tekniker inom maskinteknik (8);;
2026-05-22;SJR;26;26;17;17;10;10;65.4;42.3;42.3;0.0;3.8;100.0;Stockholms län (14) | Västra Götalands län (5) | Uppsala län (4);Stockholms län (9) | Västra Götalands län (5) | Uppsala län (2);Administration, ekonomi, juridik (21) | Chefer och verksamhetsledare (3) | Data/IT (1);Ekonomiassistenter m.fl. (7) | Controller (5) | Redovisningsekonomer (4) | Backofficepersonal m.fl. (2) | Ekonomi- och finanschefer (2);;
2026-05-22;Skill;89;91;41;41;21;21;46.1;86.5;37.1;0.0;50.6;100.0;Östergötlands län (60) | Västra Götalands län (18) | Jönköpings län (3);Östergötlands län (34) | Västra Götalands län (5) | Stockholms län (1);Yrken med teknisk inriktning (26) | Industriell tillverkning (23) | Administration, ekonomi, juridik (13);Ingenjörer och tekniker inom maskinteknik (12) | Mjukvaru- och systemutvecklare m.fl. (5) | Maskinställare och maskinoperatörer, metallarbete (5) | Civilingenjörsyrken inom maskinteknik (4) | Ingenjörer och tekniker inom elektroteknik (4);;
2026-05-22;Studentconsulting;255;761;133;345;78;186;52.2;70.6;0.0;0.0;100.0;100.0;Skåne län (49) | Västra Götalands län (44) | Norrbottens län (34);Västra Götalands län (29) | Skåne län (23) | Norrbottens län (19);Transport, distribution, lager (113) | Administration, ekonomi, juridik (42) | Försäljning, inköp, marknadsföring (25);Lager- och terminalpersonal (47) | Lastbilsförare m.fl. (34) | Truckförare (14) | Företagssäljare (14) | Övriga bil-, motorcykel- och cykelförare (9);;
2026-05-22;TNG Group;55;55;22;22;13;13;40.0;89.1;72.7;0.0;18.2;100.0;Stockholms län (31) | Skåne län (8) | Västra Götalands län (7);Stockholms län (15) | Örebro län (2) | Västra Götalands län (2);Data/IT (22) | Försäljning, inköp, marknadsföring (11) | Administration, ekonomi, juridik (7);Mjukvaru- och systemutvecklare m.fl. (12) | Företagssäljare (7) | Ingenjörer och tekniker inom maskinteknik (4) | Systemanalytiker och IT-arkitekter m.fl. (4) | Personal- och HR-specialister (3);;
2026-05-22;Tranpenad;38;56;8;8;4;4;21.1;73.7;23.7;0.0;55.3;100.0;Västra Götalands län (21) | Stockholms län (6) | Uppsala län (5);Västra Götalands län (2) | Jönköpings län (2) | Stockholms län (2);Transport, distribution, lager (32) | Yrken med teknisk inriktning (3) | Industriell tillverkning (1);Lager- och terminalpersonal (21) | Truckförare (10) | Ingenjörer och tekniker inom maskinteknik (3) | Maskinställare och maskinoperatörer, metallarbete (1) | Lastbilsförare m.fl. (1);;
2026-05-22;Uniflex;174;392;93;199;50;101;53.4;87.9;23.6;0.0;67.2;100.0;Västra Götalands län (31) | Jönköpings län (27) | Stockholms län (23);Stockholms län (23) | Skåne län (15) | Jönköpings län (14);Industriell tillverkning (62) | Transport, distribution, lager (46) | Bygg och anläggning (21);Lager- och terminalpersonal (25) | Maskinställare och maskinoperatörer, metallarbete (14) | Svetsare och gasskärare (11) | Montörer, metall-, gummi- och plastprodukter (9) | Truckförare (8);;
2026-05-22;Wikan Personal;72;94;51;67;28;37;70.8;98.6;44.4;0.0;54.2;100.0;Skåne län (29) | Gävleborgs län (11) | Kronobergs län (9);Skåne län (23) | Kronobergs län (7) | Gävleborgs län (7);Industriell tillverkning (27) | Transport, distribution, lager (10) | Bygg och anläggning (10);Svetsare och gasskärare (8) | Maskinställare och maskinoperatörer, metallarbete (7) | Lastbilsförare m.fl. (5) | Lager- och terminalpersonal (4) | Underhållsmekaniker och maskinreparatörer (3);;
