Datum;Roll;Grupp;Region;Antal annonser;Nya 7 dagar;Nya 14 dagar
2026-05-19;Undersköterska;Strukturell brist;Västra Götalands län;131;27;69
2026-05-19;Undersköterska;Strukturell brist;Örebro län;14;3;5
2026-05-19;Undersköterska;Strukturell brist;Östergötlands län;48;9;13
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Blekinge län;3;0;1
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Dalarnas län;4;1;2
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Gotlands län;2;0;0
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Gävleborgs län;10;4;6
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Hallands län;7;2;2
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Jämtlands län;7;5;5
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Jönköpings län;4;1;3
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Kalmar län;10;3;8
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Kronobergs län;7;1;3
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Norrbottens län;8;2;5
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Skåne län;44;14;29
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Stockholms län;121;21;58
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Södermanlands län;4;0;1
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Uppsala län;3;0;1
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Värmlands län;3;1;2
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Västerbottens län;5;0;2
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Västernorrlands län;9;2;5
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Västmanlands län;2;0;2
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Västra Götalands län;45;12;23
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Örebro län;7;0;5
2026-05-20;Kundtjänstmedarbetare;Volym / cykel;Östergötlands län;21;5;12
2026-05-20;Ekonomiassistent;Volym / cykel;Dalarnas län;2;0;2
2026-05-20;Ekonomiassistent;Volym / cykel;Gävleborgs län;4;1;2
2026-05-20;Ekonomiassistent;Volym / cykel;Hallands län;3;0;2
2026-05-20;Ekonomiassistent;Volym / cykel;Jämtlands län;3;1;1
2026-05-20;Ekonomiassistent;Volym / cykel;Jönköpings län;11;5;6
2026-05-20;Ekonomiassistent;Volym / cykel;Kronobergs län;1;1;1
2026-05-20;Ekonomiassistent;Volym / cykel;Norrbottens län;3;2;3
2026-05-20;Ekonomiassistent;Volym / cykel;Skåne län;15;9;12
2026-05-20;Ekonomiassistent;Volym / cykel;Stockholms län;41;15;30
2026-05-20;Ekonomiassistent;Volym / cykel;Södermanlands län;2;1;2
2026-05-20;Ekonomiassistent;Volym / cykel;Uppsala län;2;0;1
2026-05-20;Ekonomiassistent;Volym / cykel;Värmlands län;3;1;2
2026-05-20;Ekonomiassistent;Volym / cykel;Västerbottens län;1;0;0
2026-05-20;Ekonomiassistent;Volym / cykel;Västmanlands län;3;0;0
2026-05-20;Ekonomiassistent;Volym / cykel;Västra Götalands län;19;7;14
2026-05-20;Ekonomiassistent;Volym / cykel;Örebro län;6;4;5
2026-05-20;Ekonomiassistent;Volym / cykel;Östergötlands län;18;1;6
2026-05-20;Lagerarbetare;Volym / cykel;Blekinge län;3;0;0
2026-05-20;Lagerarbetare;Volym / cykel;Dalarnas län;6;1;5
2026-05-20;Lagerarbetare;Volym / cykel;Gotlands län;2;0;1
2026-05-20;Lagerarbetare;Volym / cykel;Gävleborgs län;8;4;5
2026-05-20;Lagerarbetare;Volym / cykel;Hallands län;23;1;10
2026-05-20;Lagerarbetare;Volym / cykel;Jämtlands län;5;2;4
2026-05-20;Lagerarbetare;Volym / cykel;Jönköpings län;85;15;36
2026-05-20;Lagerarbetare;Volym / cykel;Kalmar län;8;3;5
2026-05-20;Lagerarbetare;Volym / cykel;Kronobergs län;18;3;12
2026-05-20;Lagerarbetare;Volym / cykel;Norrbottens län;14;5;10
2026-05-20;Lagerarbetare;Volym / cykel;Skåne län;98;24;47
2026-05-20;Lagerarbetare;Volym / cykel;Stockholms län;160;31;73
2026-05-20;Lagerarbetare;Volym / cykel;Södermanlands län;26;3;6
2026-05-20;Lagerarbetare;Volym / cykel;Uppsala län;16;2;6
2026-05-20;Lagerarbetare;Volym / cykel;Värmlands län;7;0;4
2026-05-20;Lagerarbetare;Volym / cykel;Västerbottens län;15;1;8
2026-05-20;Lagerarbetare;Volym / cykel;Västernorrlands län;7;3;4
2026-05-20;Lagerarbetare;Volym / cykel;Västmanlands län;14;3;9
2026-05-20;Lagerarbetare;Volym / cykel;Västra Götalands län;157;41;75
2026-05-20;Lagerarbetare;Volym / cykel;Örebro län;20;2;11
2026-05-20;Lagerarbetare;Volym / cykel;Östergötlands län;47;7;22
2026-05-20;Business Controller;Framåtblickande signal;Blekinge län;1;0;1
2026-05-20;Business Controller;Framåtblickande signal;Dalarnas län;13;0;1
2026-05-20;Business Controller;Framåtblickande signal;Gävleborgs län;5;0;0
2026-05-20;Business Controller;Framåtblickande signal;Hallands län;4;0;3
2026-05-20;Business Controller;Framåtblickande signal;Jämtlands län;4;1;3
2026-05-20;Business Controller;Framåtblickande signal;Jönköpings län;3;0;1
2026-05-20;Business Controller;Framåtblickande signal;Kalmar län;2;0;2
2026-05-20;Business Controller;Framåtblickande signal;Kronobergs län;4;1;4
2026-05-20;Business Controller;Framåtblickande signal;Norrbottens län;10;4;5
2026-05-20;Business Controller;Framåtblickande signal;Skåne län;16;2;8
2026-05-20;Business Controller;Framåtblickande signal;Stockholms län;69;22;33
2026-05-20;Business Controller;Framåtblickande signal;Södermanlands län;4;1;2
2026-05-20;Business Controller;Framåtblickande signal;Uppsala län;9;2;7
2026-05-20;Business Controller;Framåtblickande signal;Värmlands län;4;1;2
2026-05-20;Business Controller;Framåtblickande signal;Västerbottens län;7;3;5
2026-05-20;Business Controller;Framåtblickande signal;Västmanlands län;14;5;7
2026-05-20;Business Controller;Framåtblickande signal;Västra Götalands län;39;13;22
2026-05-20;Business Controller;Framåtblickande signal;Örebro län;3;1;2
2026-05-20;Business Controller;Framåtblickande signal;Östergötlands län;9;1;4
2026-05-20;Systemutvecklare;Framåtblickande signal;Blekinge län;11;0;5
2026-05-20;Systemutvecklare;Framåtblickande signal;Dalarnas län;16;0;6
2026-05-20;Systemutvecklare;Framåtblickande signal;Gotlands län;1;0;0
2026-05-20;Systemutvecklare;Framåtblickande signal;Gävleborgs län;6;0;3
2026-05-20;Systemutvecklare;Framåtblickande signal;Hallands län;6;1;2
2026-05-20;Systemutvecklare;Framåtblickande signal;Jämtlands län;2;1;1
2026-05-20;Systemutvecklare;Framåtblickande signal;Jönköpings län;32;1;12
2026-05-20;Systemutvecklare;Framåtblickande signal;Kalmar län;1;0;0
2026-05-20;Systemutvecklare;Framåtblickande signal;Kronobergs län;16;4;6
2026-05-20;Systemutvecklare;Framåtblickande signal;Norrbottens län;19;8;10
2026-05-20;Systemutvecklare;Framåtblickande signal;Skåne län;120;20;47
2026-05-20;Systemutvecklare;Framåtblickande signal;Stockholms län;534;95;192
2026-05-20;Systemutvecklare;Framåtblickande signal;Södermanlands län;5;2;4
2026-05-20;Systemutvecklare;Framåtblickande signal;Uppsala län;11;3;5
2026-05-20;Systemutvecklare;Framåtblickande signal;Värmlands län;4;0;2
2026-05-20;Systemutvecklare;Framåtblickande signal;Västerbottens län;7;1;1
2026-05-20;Systemutvecklare;Framåtblickande signal;Västernorrlands län;24;5;10
2026-05-20;Systemutvecklare;Framåtblickande signal;Västmanlands län;23;6;14
2026-05-20;Systemutvecklare;Framåtblickande signal;Västra Götalands län;247;29;84
2026-05-20;Systemutvecklare;Framåtblickande signal;Örebro län;20;1;5
2026-05-20;Systemutvecklare;Framåtblickande signal;Östergötlands län;99;16;37
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Blekinge län;28;3;12
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Dalarnas län;28;3;5
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Gävleborgs län;8;1;3
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Hallands län;17;4;11
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Jämtlands län;6;0;0
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Jönköpings län;40;11;22
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Kalmar län;28;2;8
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Kronobergs län;14;7;10
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Norrbottens län;23;3;8
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Skåne län;73;11;30
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Stockholms län;143;23;54
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Södermanlands län;8;2;5
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Uppsala län;12;5;8
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Värmlands län;17;2;7
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Västerbottens län;14;1;1
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Västernorrlands län;24;7;13
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Västmanlands län;29;6;14
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Västra Götalands län;142;25;64
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Örebro län;47;7;20
2026-05-20;Mekanikkonstruktör;Struktur / transformation;Östergötlands län;147;17;54
2026-05-20;Elingenjör;Struktur / transformation;Blekinge län;8;0;4
2026-05-20;Elingenjör;Struktur / transformation;Dalarnas län;67;2;6
2026-05-20;Elingenjör;Struktur / transformation;Gävleborgs län;17;3;7
2026-05-20;Elingenjör;Struktur / transformation;Hallands län;13;3;6
2026-05-20;Elingenjör;Struktur / transformation;Jämtlands län;7;1;2
2026-05-20;Elingenjör;Struktur / transformation;Jönköpings län;23;6;8
2026-05-20;Elingenjör;Struktur / transformation;Kalmar län;15;2;5
2026-05-20;Elingenjör;Struktur / transformation;Kronobergs län;8;2;3
2026-05-20;Elingenjör;Struktur / transformation;Norrbottens län;11;1;3
2026-05-20;Elingenjör;Struktur / transformation;Skåne län;51;13;25
2026-05-20;Elingenjör;Struktur / transformation;Stockholms län;208;38;78
2026-05-20;Elingenjör;Struktur / transformation;Södermanlands län;8;1;4
2026-05-20;Elingenjör;Struktur / transformation;Uppsala län;18;4;8
2026-05-20;Elingenjör;Struktur / transformation;Värmlands län;13;1;3
2026-05-20;Elingenjör;Struktur / transformation;Västerbottens län;14;2;5
2026-05-20;Elingenjör;Struktur / transformation;Västernorrlands län;13;1;6
2026-05-20;Elingenjör;Struktur / transformation;Västmanlands län;73;12;24
2026-05-20;Elingenjör;Struktur / transformation;Västra Götalands län;133;24;45
2026-05-20;Elingenjör;Struktur / transformation;Örebro län;18;4;11
2026-05-20;Elingenjör;Struktur / transformation;Östergötlands län;59;3;15
2026-05-20;Sjuksköterska;Strukturell brist;Blekinge län;20;6;13
2026-05-20;Sjuksköterska;Strukturell brist;Dalarnas län;60;24;45
2026-05-20;Sjuksköterska;Strukturell brist;Gotlands län;23;10;16
2026-05-20;Sjuksköterska;Strukturell brist;Gävleborgs län;70;18;36
2026-05-20;Sjuksköterska;Strukturell brist;Hallands län;41;14;19
2026-05-20;Sjuksköterska;Strukturell brist;Jämtlands län;47;16;29
2026-05-20;Sjuksköterska;Strukturell brist;Jönköpings län;59;5;23
2026-05-20;Sjuksköterska;Strukturell brist;Kalmar län;53;16;28
2026-05-20;Sjuksköterska;Strukturell brist;Kronobergs län;40;14;23
2026-05-20;Sjuksköterska;Strukturell brist;Norrbottens län;120;34;61
2026-05-20;Sjuksköterska;Strukturell brist;Skåne län;221;49;124
2026-05-20;Sjuksköterska;Strukturell brist;Stockholms län;270;57;118
2026-05-20;Sjuksköterska;Strukturell brist;Södermanlands län;65;11;26
2026-05-20;Sjuksköterska;Strukturell brist;Uppsala län;116;34;66
2026-05-20;Sjuksköterska;Strukturell brist;Värmlands län;19;6;11
2026-05-20;Sjuksköterska;Strukturell brist;Västerbottens län;86;29;49
2026-05-20;Sjuksköterska;Strukturell brist;Västernorrlands län;57;13;34
2026-05-20;Sjuksköterska;Strukturell brist;Västmanlands län;47;11;31
2026-05-20;Sjuksköterska;Strukturell brist;Västra Götalands län;177;40;81
2026-05-20;Sjuksköterska;Strukturell brist;Örebro län;53;14;39
2026-05-20;Sjuksköterska;Strukturell brist;Östergötlands län;82;19;36
2026-05-20;Undersköterska;Strukturell brist;Blekinge län;11;3;6
2026-05-20;Undersköterska;Strukturell brist;Dalarnas län;35;3;16
2026-05-20;Undersköterska;Strukturell brist;Gotlands län;17;4;7
2026-05-20;Undersköterska;Strukturell brist;Gävleborgs län;16;0;6
2026-05-20;Undersköterska;Strukturell brist;Hallands län;50;11;25
2026-05-20;Undersköterska;Strukturell brist;Jämtlands län;40;9;16
2026-05-20;Undersköterska;Strukturell brist;Jönköpings län;40;6;18
2026-05-20;Undersköterska;Strukturell brist;Kalmar län;28;7;13
2026-05-20;Undersköterska;Strukturell brist;Kronobergs län;16;3;9
2026-05-20;Undersköterska;Strukturell brist;Norrbottens län;33;7;15
2026-05-20;Undersköterska;Strukturell brist;Skåne län;110;23;45
2026-05-20;Undersköterska;Strukturell brist;Stockholms län;259;33;90
2026-05-20;Undersköterska;Strukturell brist;Södermanlands län;20;5;11
2026-05-20;Undersköterska;Strukturell brist;Uppsala län;34;3;12
2026-05-20;Undersköterska;Strukturell brist;Värmlands län;41;9;17
2026-05-20;Undersköterska;Strukturell brist;Västerbottens län;37;3;18
2026-05-20;Undersköterska;Strukturell brist;Västernorrlands län;17;1;4
2026-05-20;Undersköterska;Strukturell brist;Västmanlands län;31;5;8
2026-05-20;Undersköterska;Strukturell brist;Västra Götalands län;127;22;64
2026-05-20;Undersköterska;Strukturell brist;Örebro län;15;3;6
2026-05-20;Undersköterska;Strukturell brist;Östergötlands län;51;9;15
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Blekinge län;4;1;2
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Dalarnas län;4;0;2
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Gotlands län;2;0;0
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Gävleborgs län;9;2;5
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Hallands län;7;0;2
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Jämtlands län;6;5;5
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Jönköpings län;4;1;3
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Kalmar län;9;1;7
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Kronobergs län;8;3;4
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Norrbottens län;9;3;6
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Skåne län;50;14;34
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Stockholms län;113;25;49
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Södermanlands län;4;0;1
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Uppsala län;3;0;1
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Värmlands län;3;1;2
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Västerbottens län;5;1;2
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Västernorrlands län;9;2;4
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Västmanlands län;3;1;3
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Västra Götalands län;44;12;22
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Örebro län;7;0;5
2026-05-21;Kundtjänstmedarbetare;Volym / cykel;Östergötlands län;23;4;13
2026-05-21;Ekonomiassistent;Volym / cykel;Dalarnas län;2;0;2
2026-05-21;Ekonomiassistent;Volym / cykel;Gävleborgs län;2;1;1
2026-05-21;Ekonomiassistent;Volym / cykel;Hallands län;3;0;2
2026-05-21;Ekonomiassistent;Volym / cykel;Jämtlands län;1;1;1
2026-05-21;Ekonomiassistent;Volym / cykel;Jönköpings län;10;3;6
2026-05-21;Ekonomiassistent;Volym / cykel;Kronobergs län;1;1;1
2026-05-21;Ekonomiassistent;Volym / cykel;Norrbottens län;3;2;3
2026-05-21;Ekonomiassistent;Volym / cykel;Skåne län;17;8;13
2026-05-21;Ekonomiassistent;Volym / cykel;Stockholms län;41;13;25
2026-05-21;Ekonomiassistent;Volym / cykel;Södermanlands län;2;1;2
2026-05-21;Ekonomiassistent;Volym / cykel;Uppsala län;2;0;0
2026-05-21;Ekonomiassistent;Volym / cykel;Värmlands län;4;2;3
2026-05-21;Ekonomiassistent;Volym / cykel;Västmanlands län;1;0;0
2026-05-21;Ekonomiassistent;Volym / cykel;Västra Götalands län;18;6;14
2026-05-21;Ekonomiassistent;Volym / cykel;Örebro län;6;3;5
2026-05-21;Ekonomiassistent;Volym / cykel;Östergötlands län;18;2;6
2026-05-21;Lagerarbetare;Volym / cykel;Blekinge län;4;1;1
2026-05-21;Lagerarbetare;Volym / cykel;Dalarnas län;5;1;4
2026-05-21;Lagerarbetare;Volym / cykel;Gotlands län;2;0;1
2026-05-21;Lagerarbetare;Volym / cykel;Gävleborgs län;8;3;5
2026-05-21;Lagerarbetare;Volym / cykel;Hallands län;22;1;9
2026-05-21;Lagerarbetare;Volym / cykel;Jämtlands län;5;2;4
2026-05-21;Lagerarbetare;Volym / cykel;Jönköpings län;85;14;37
2026-05-21;Lagerarbetare;Volym / cykel;Kalmar län;8;3;5
2026-05-21;Lagerarbetare;Volym / cykel;Kronobergs län;19;4;12
2026-05-21;Lagerarbetare;Volym / cykel;Norrbottens län;13;6;10
2026-05-21;Lagerarbetare;Volym / cykel;Skåne län;97;25;50
2026-05-21;Lagerarbetare;Volym / cykel;Stockholms län;160;34;70
2026-05-21;Lagerarbetare;Volym / cykel;Södermanlands län;25;3;6
2026-05-21;Lagerarbetare;Volym / cykel;Uppsala län;19;4;9
2026-05-21;Lagerarbetare;Volym / cykel;Värmlands län;8;2;6
2026-05-21;Lagerarbetare;Volym / cykel;Västerbottens län;15;1;8
2026-05-21;Lagerarbetare;Volym / cykel;Västernorrlands län;8;3;5
2026-05-21;Lagerarbetare;Volym / cykel;Västmanlands län;12;2;7
2026-05-21;Lagerarbetare;Volym / cykel;Västra Götalands län;165;39;78
2026-05-21;Lagerarbetare;Volym / cykel;Örebro län;21;3;12
2026-05-21;Lagerarbetare;Volym / cykel;Östergötlands län;47;9;21
2026-05-21;Business Controller;Framåtblickande signal;Blekinge län;1;0;1
2026-05-21;Business Controller;Framåtblickande signal;Dalarnas län;13;0;1
2026-05-21;Business Controller;Framåtblickande signal;Gävleborgs län;5;0;0
2026-05-21;Business Controller;Framåtblickande signal;Hallands län;4;0;1
2026-05-21;Business Controller;Framåtblickande signal;Jämtlands län;4;1;3
2026-05-21;Business Controller;Framåtblickande signal;Jönköpings län;3;1;2
2026-05-21;Business Controller;Framåtblickande signal;Kalmar län;2;0;2
2026-05-21;Business Controller;Framåtblickande signal;Kronobergs län;4;0;3
2026-05-21;Business Controller;Framåtblickande signal;Norrbottens län;9;3;3
2026-05-21;Business Controller;Framåtblickande signal;Skåne län;18;5;9
2026-05-21;Business Controller;Framåtblickande signal;Stockholms län;70;18;36
2026-05-21;Business Controller;Framåtblickande signal;Södermanlands län;4;0;2
2026-05-21;Business Controller;Framåtblickande signal;Uppsala län;9;2;6
2026-05-21;Business Controller;Framåtblickande signal;Värmlands län;3;1;1
2026-05-21;Business Controller;Framåtblickande signal;Västerbottens län;8;3;5
2026-05-21;Business Controller;Framåtblickande signal;Västernorrlands län;1;1;1
2026-05-21;Business Controller;Framåtblickande signal;Västmanlands län;14;2;6
2026-05-21;Business Controller;Framåtblickande signal;Västra Götalands län;44;17;27
2026-05-21;Business Controller;Framåtblickande signal;Örebro län;4;2;3
2026-05-21;Business Controller;Framåtblickande signal;Östergötlands län;10;2;5
2026-05-21;Systemutvecklare;Framåtblickande signal;Blekinge län;11;0;5
2026-05-21;Systemutvecklare;Framåtblickande signal;Dalarnas län;15;0;4
2026-05-21;Systemutvecklare;Framåtblickande signal;Gotlands län;1;0;0
2026-05-21;Systemutvecklare;Framåtblickande signal;Gävleborgs län;11;5;8
